array_size,n_runs,method,mean_us,median_us,min_us,max_us,p1_us,p99_us
256,10000,CPU NumPy,2.8409402118995786,2.700020559132099,2.499902620911598,75.29999129474163,2.500019036233425,5.200039595365524
256,10000,CPU Python loop,23.28978016739711,21.600048057734966,20.29992174357176,263.6999124661088,20.699924789369106,42.000970570370576
1024,10000,CPU NumPy,5.600190022960305,4.400033503770828,3.7999125197529793,594.1999843344092,3.8999132812023163,13.999990187585354
1024,10000,CPU Python loop,89.13441017502919,81.80004078894854,78.49989924579859,491.90002027899027,79.50002327561378,159.40193319693213
4096,10000,CPU NumPy,10.977710178121924,10.70008147507906,8.499948307871819,162.70007472485304,8.599949069321156,20.403037779033248
4096,10000,CPU Python loop,317.97830960713327,303.2999811694026,293.3000214397907,824.0999886766076,296.7999316751957,555.5000388994813
16384,10000,CPU NumPy,27.80276007251814,24.89995677024126,24.399952962994576,114.29993901401758,24.499953724443913,43.9999857917428
16384,10000,CPU Python loop,1272.8284195414744,1186.199951916933,1148.8000163808465,24138.29998113215,1154.5999441295862,2265.357018914075
